"ItemNumber","Supplier","Month","MrpPlannedQty","SupplierSchedQty","Delta","CoverageRatio","Status"
"1821753-N_WR","320907","2026-10","0","2000","-2000","0","MRP_Missing"
"1827999-165020_C","392238","2026-03","0","1500","-1500","0","MRP_Missing"
"1827999-1650N_M","392238","2026-07","0","400","-400","0","MRP_Missing"
"1827999-1650N_TR","392238","2025-12","100","0","100",,"MRP_Extra"
"1827999-1650N_TR","392238","2026-02","50","0","50",,"MRP_Extra"
"1827999-1650N_TR","392238","2026-05","50","0","50",,"MRP_Extra"
"1827999-1650N_TS","392238","2026-07","0","1400","-1400","0","MRP_Missing"
"1827999-1650N_WR","392238","2026-08","0","1400","-1400","0","MRP_Missing"
"1828778-N_RH","403626","2025-10","0","100","-100","0","MRP_Missing"
"1831345-1120-270","2674","2025-12","1730","0","1730",,"MRP_Extra"
"1831345-1120-270","2674","2026-01","2013","0","2013",,"MRP_Extra"
"1831345-1120-270","2674","2026-02","2477","0","2477",,"MRP_Extra"
"1831345-1120-270","2674","2026-03","3135","0","3135",,"MRP_Extra"
"1831345-1120-270","2674","2026-04","2018","0","2018",,"MRP_Extra"
"1831345-1120-270","2674","2026-05","2138","0","2138",,"MRP_Extra"
"1831345-1120-270","2674","2026-06","433","0","433",,"MRP_Extra"
"1831345-1130-720-5","2674","2026-01","826","0","826",,"MRP_Extra"
"1831345-1130-720-5","2674","2026-02","4119","0","4119",,"MRP_Extra"
"1831345-1130-720-5","2674","2026-03","5288","0","5288",,"MRP_Extra"
"1831345-1130-720-5","2674","2026-04","3479","0","3479",,"MRP_Extra"
"1831345-1130-720-5","2674","2026-05","5211","0","5211",,"MRP_Extra"
"1831345-1130-720-5","2674","2026-06","1115","0","1115",,"MRP_Extra"
"1831345-270-440","2674","2025-12","4998","0","4998",,"MRP_Extra"
"1831345-270-440","2674","2026-01","6069","0","6069",,"MRP_Extra"
"1831345-270-440","2674","2026-02","7429","0","7429",,"MRP_Extra"
"1831345-270-440","2674","2026-03","9409","0","9409",,"MRP_Extra"
"1831345-270-440","2674","2026-04","6121","0","6121",,"MRP_Extra"
"1831345-270-440","2674","2026-05","6622","0","6622",,"MRP_Extra"
"1831345-270-440","2674","2026-06","1357","0","1357",,"MRP_Extra"
"1831345-800-720","2674","2026-05","329","0","329",,"MRP_Extra"
"1831345-800-720","2674","2026-06","72","0","72",,"MRP_Extra"
"1832936","369008","2025-12","0","130000","-130000","0","MRP_Missing"
"1832936","369008","2026-01","15000","0","15000",,"MRP_Extra"
"1832936","369008","2026-02","37500","50000","-12500","0.75","Short"
"1832936","369008","2026-03","50000","50000","0","1","Covered_or_Over"
"1832936","369008","2026-04","30000","50000","-20000","0.6","Short"
"1832936","369008","2026-05","15000","20000","-5000","0.75","Short"
"1832936","369008","2026-06","0","20000","-20000","0","MRP_Missing"
"1832936","369008","2026-07","0","20000","-20000","0","MRP_Missing"
"1832936","369008","2026-08","0","40000","-40000","0","MRP_Missing"
"1832936","369008","2026-09","0","20000","-20000","0","MRP_Missing"
"1880196-320-335","369008","2025-12","507200","60000","447200","8.453","Covered_or_Over"
"1880196-320-335","369008","2026-01","63400","60000","3400","1.057","Covered_or_Over"
"1880196-320-335","369008","2026-03","63400","60000","3400","1.057","Covered_or_Over"
"1880196-320-335","369008","2026-04","63400","0","63400",,"MRP_Extra"
"1880196-320-335","369008","2026-07","0","63400","-63400","0","MRP_Missing"
"1880196-320-335","369008","2026-08","0","63400","-63400","0","MRP_Missing"
"1880196-320-335","369008","2026-09","0","63400","-63400","0","MRP_Missing"
"1880196-410-500","369008","2025-12","30750","60000","-29250","0.512","Short"
"1880196-410-500","369008","2026-01","30750","60000","-29250","0.512","Short"
"1880196-410-500","369008","2026-03","30750","60000","-29250","0.512","Short"
"1880196-410-500","369008","2026-04","30750","0","30750",,"MRP_Extra"
"1880196-410-500","369008","2026-06","30750","0","30750",,"MRP_Extra"
"1880196-410-500","369008","2026-08","0","30750","-30750","0","MRP_Missing"
"1880196-410-500","369008","2026-09","0","30750","-30750","0","MRP_Missing"
"1880196-800-300P","369008","2025-12","42931","0","42931",,"MRP_Extra"
"1880196-800-300P","369008","2026-04","6133","0","6133",,"MRP_Extra"
"1880196-800-300P","369008","2026-06","6133","6133","0","1","Covered_or_Over"
"1880196-800-300P","369008","2026-07","0","12266","-12266","0","MRP_Missing"
"1880196-800-300P","369008","2026-08","0","18399","-18399","0","MRP_Missing"
"1880196-800-300P","369008","2026-09","0","24532","-24532","0","MRP_Missing"
"1880196-800-300P","369008","2026-10","0","6133","-6133","0","MRP_Missing"
"192074-1500N_O","307267","2025-12","0","500","-500","0","MRP_Missing"
"192074-1800N_N","408957","2025-12","282","550","-268","0.513","Short"
"1945258","305865","2025-12","400","0","400",,"MRP_Extra"
"1945258","305865","2026-01","600","400","200","1.5","Covered_or_Over"
"1945258","305865","2026-04","1400","2600","-1200","0.538","Short"
"1945258","305865","2026-05","4200","4400","-200","0.955","Short"
"1945258","305865","2026-06","1200","6000","-4800","0.2","Short"
"1945258","305865","2026-07","0","7000","-7000","0","MRP_Missing"
"1945258","305865","2026-08","0","15000","-15000","0","MRP_Missing"
"1945258","305865","2026-09","0","20000","-20000","0","MRP_Missing"
"1945258","305865","2026-10","0","20000","-20000","0","MRP_Missing"
"1974887-N_O","338441","2025-12","0","550","-550","0","MRP_Missing"
"1995085-1880D6_V","338953","2025-12","554","0","554",,"MRP_Extra"
"1995085-1880HL_V","338953","2025-12","455","0","455",,"MRP_Extra"
"1995085-1880Y5_V","338953","2025-12","449","0","449",,"MRP_Extra"
"2010660","337107","2025-11","0","60000","-60000","0","MRP_Missing"
"2010660","337107","2025-12","0","80000","-80000","0","MRP_Missing"
"2010660","337107","2026-01","0","60000","-60000","0","MRP_Missing"
"2010660","337107","2026-02","0","60000","-60000","0","MRP_Missing"
"2010660","337107","2026-03","0","60000","-60000","0","MRP_Missing"
"2010660","337107","2026-04","0","23403","-23403","0","MRP_Missing"
"2010660","337107","2026-05","0","39423","-39423","0","MRP_Missing"
"2010660","337107","2026-07","0","63360","-63360","0","MRP_Missing"
"2010660","337107","2026-09","0","31455","-31455","0","MRP_Missing"
"2052118-N_M","320907","2025-12","0","18000","-18000","0","MRP_Missing"
"2052118-N_M","320907","2026-02","0","20000","-20000","0","MRP_Missing"
"2052118-N_M","320907","2026-03","0","20000","-20000","0","MRP_Missing"
"2052118-N_M","320907","2026-05","0","24000","-24000","0","MRP_Missing"
"2052118-N_M","320907","2026-06","0","12000","-12000","0","MRP_Missing"
"2052118-N_M","320907","2026-07","0","28000","-28000","0","MRP_Missing"
"2052118-N_M","320907","2026-08","0","16000","-16000","0","MRP_Missing"
"2052118-N_M","320907","2026-09","0","28000","-28000","0","MRP_Missing"
"2052118-N_M","320907","2026-10","0","12000","-12000","0","MRP_Missing"
"2052123-N_M","320907","2025-12","0","33000","-33000","0","MRP_Missing"
"2052123-N_M","320907","2026-02","0","32000","-32000","0","MRP_Missing"
"2052123-N_M","320907","2026-03","0","58000","-58000","0","MRP_Missing"
"2052123-N_M","320907","2026-05","0","36000","-36000","0","MRP_Missing"
"2052123-N_M","320907","2026-06","0","24000","-24000","0","MRP_Missing"
"2052123-N_M","320907","2026-07","0","60000","-60000","0","MRP_Missing"
"2052123-N_M","320907","2026-08","0","24000","-24000","0","MRP_Missing"
"2052123-N_M","320907","2026-09","0","72000","-72000","0","MRP_Missing"
"2052123-N_M","320907","2026-10","0","12000","-12000","0","MRP_Missing"
"2054011-N_O","320907","2026-02","0","6500","-6500","0","MRP_Missing"
"2080365-1500H7_L","302302","2025-12","0","90","-90","0","MRP_Missing"
"2080365-1500H7_L","302302","2026-01","0","90","-90","0","MRP_Missing"
"2080365-1500H7_L","302302","2026-02","0","100","-100","0","MRP_Missing"
"2080365-1500H7_L","302302","2026-03","0","100","-100","0","MRP_Missing"
"2102587","354340","2025-07","0","5000","-5000","0","MRP_Missing"
"2112931-N_WR","320907","2026-01","624","0","624",,"MRP_Extra"
"2112931-N_WR","320907","2026-02","1248","0","1248",,"MRP_Extra"
"2112931-N_WR","320907","2026-03","1788","1500","288","1.192","Covered_or_Over"
"2112931-N_WR","320907","2026-04","1428","1500","-72","0.952","Short"
"2112931-N_WR","320907","2026-05","1536","1500","36","1.024","Covered_or_Over"
"2112931-N_WR","320907","2026-06","444","3000","-2556","0.148","Short"
"2112931-N_WR","320907","2026-07","0","1500","-1500","0","MRP_Missing"
"2112931-N_WR","320907","2026-08","0","1500","-1500","0","MRP_Missing"
"2112931-N_WR","320907","2026-09","0","1500","-1500","0","MRP_Missing"
"2112931-N_WR","320907","2026-11","0","1500","-1500","0","MRP_Missing"
"2159125-N_N","331567","2025-12","0","2500","-2500","0","MRP_Missing"
"2159149-N_N","331567","2025-12","0","5000","-5000","0","MRP_Missing"
"2159149-N_N","331567","2026-04","4192","0","4192",,"MRP_Extra"
"2159153-N_N","331567","2025-12","26","15400","-15374","0.002","Short"
"2159157-N_N","331567","2025-12","0","22000","-22000","0","MRP_Missing"
"2159158-N_N","331567","2025-12","0","18150","-18150","0","MRP_Missing"
"2161347-N_N","331567","2025-12","0","3000","-3000","0","MRP_Missing"
"2161347-N_N","331567","2026-04","1769","0","1769",,"MRP_Extra"
"2161350-N_N","331567","2025-12","0","6600","-6600","0","MRP_Missing"
"2161352-N_N","331567","2025-12","0","6600","-6600","0","MRP_Missing"
"2161352-N_N","331567","2026-03","2012","6600","-4588","0.305","Short"
"2161352-N_N","331567","2026-04","9158","0","9158",,"MRP_Extra"
"2161354-N_N","331567","2025-12","0","12000","-12000","0","MRP_Missing"
"2161354-N_N","331567","2026-02","0","6000","-6000","0","MRP_Missing"
"2161354-N_N","331567","2026-03","3737","6000","-2263","0.623","Short"
"2161354-N_N","331567","2026-04","12842","0","12842",,"MRP_Extra"
"2161358-N_N","331567","2025-12","0","13600","-13600","0","MRP_Missing"
"2161358-N_N","331567","2026-03","3924","0","3924",,"MRP_Extra"
"2161358-N_N","331567","2026-04","18316","0","18316",,"MRP_Extra"
"2161363-N_N","331567","2025-12","0","18150","-18150","0","MRP_Missing"
"2161405-N_N","331567","2025-12","0","12000","-12000","0","MRP_Missing"
"2161405-N_N","331567","2026-04","1806","0","1806",,"MRP_Extra"
"2161610-180020_N","321000","2026-03","0","300","-300","0","MRP_Missing"
"2161610-180029_N","349772","2025-12","0","1000","-1000","0","MRP_Missing"
"2172435-N_O","369391","2025-10","0","1500","-1500","0","MRP_Missing"
"2178185-N_N","331567","2025-12","0","4500","-4500","0","MRP_Missing"
"2180565-1850D6_V","338953","2025-12","581","0","581",,"MRP_Extra"
"2180567-1800D6_V","320951","2025-12","430","120","310","3.583","Covered_or_Over"
"2180567-1800D6_V","320951","2026-01","0","120","-120","0","MRP_Missing"
"2181409-1520B92_V","320951","2025-12","0","240","-240","0","MRP_Missing"
"2181409-1520B92_V","320951","2026-01","0","120","-120","0","MRP_Missing"
"2181409-1520D6_V","320951","2025-12","0","480","-480","0","MRP_Missing"
"2181409-1520D6_V","320951","2026-01","0","360","-360","0","MRP_Missing"
"2181409-1520D6_V","320951","2026-08","0","830","-830","0","MRP_Missing"
"2181409-1520G3_V","320951","2025-12","0","60","-60","0","MRP_Missing"
"2181409-1520Y5_V","320951","2025-12","0","120","-120","0","MRP_Missing"
"2181409-1520Y5_V","320951","2026-01","0","120","-120","0","MRP_Missing"
"222410-CU_V","393440","2026-01","0","60000","-60000","0","MRP_Missing"
"222410-CU_V","393440","2026-02","0","60000","-60000","0","MRP_Missing"
"222410-CU_V","393440","2026-03","0","60000","-60000","0","MRP_Missing"
"222410-CU_V","393440","2026-05","0","653","-653","0","MRP_Missing"
"222410-CU_V","393440","2026-06","0","1306","-1306","0","MRP_Missing"
"222410-CU_V","393440","2026-07","0","653","-653","0","MRP_Missing"
"222410-CU_V","393440","2026-08","0","1306","-1306","0","MRP_Missing"
"222410-CU_V","393440","2026-09","0","653","-653","0","MRP_Missing"
"222410-CU_V","393440","2026-10","0","1306","-1306","0","MRP_Missing"
"222410-O3_V","393440","2026-01","0","40000","-40000","0","MRP_Missing"
"222410-O3_V","393440","2026-02","0","80000","-80000","0","MRP_Missing"
"222410-O3_V","393440","2026-03","0","40000","-40000","0","MRP_Missing"
"222410-O3_V","393440","2026-06","0","4032","-4032","0","MRP_Missing"
"222410-O3_V","393440","2026-08","0","4032","-4032","0","MRP_Missing"
"222410-O3_V","393440","2026-09","0","4032","-4032","0","MRP_Missing"
"222410-O3_V","393440","2026-11","0","4032","-4032","0","MRP_Missing"
"222410-XL_V","393440","2025-12","10164","0","10164",,"MRP_Extra"
"2232775-1600N_N","322402","2025-12","338","400","-62","0.845","Short"
"2232775-1600N_N","322402","2026-02","0","200","-200","0","MRP_Missing"
"2232775-1600N_N","322402","2026-03","0","100","-100","0","MRP_Missing"
"2240862-1400N_N","322421","2025-12","0","2500","-2500","0","MRP_Missing"
"2240862-1400N_N","322421","2026-01","0","3000","-3000","0","MRP_Missing"
"2240862-1400N_N","322421","2026-02","480","3500","-3020","0.137","Short"
"2240862-1400N_N","322421","2026-03","2619","0","2619",,"MRP_Extra"
"2240862-1400N_N","322421","2026-04","3631","0","3631",,"MRP_Extra"
"2258512-N_I","410993","2026-01","0","20000","-20000","0","MRP_Missing"
"2258512-N_I","410993","2026-05","0","6000","-6000","0","MRP_Missing"
"2258512-N_I","410993","2026-06","0","12000","-12000","0","MRP_Missing"
"2258512-N_I","410993","2026-07","0","12000","-12000","0","MRP_Missing"
"2258512-N_I","410993","2026-08","0","6000","-6000","0","MRP_Missing"
"2258512-N_TS","322402","2025-12","0","4000","-4000","0","MRP_Missing"
"2258512-N_TS","322402","2026-01","3839","16000","-12161","0.24","Short"
"2258512-N_TS","322402","2026-02","16624","17000","-376","0.978","Short"
"2258512-N_TS","322402","2026-03","16849","16000","849","1.053","Covered_or_Over"
"2258512-N_TS","322402","2026-04","13472","14000","-528","0.962","Short"
"2258512-N_TS","322402","2026-05","12941","13000","-59","0.995","Short"
"2258512-N_TS","322402","2026-06","3870","12000","-8130","0.322","Short"
"2258512-N_TS","322402","2026-07","0","11000","-11000","0","MRP_Missing"
"2258512-N_TS","322402","2026-08","0","17000","-17000","0","MRP_Missing"
"2258512-N_TS","322402","2026-09","0","19000","-19000","0","MRP_Missing"
"2258512-N_TS","322402","2026-10","0","17000","-17000","0","MRP_Missing"
"2258512-N_TS","322402","2026-11","0","8000","-8000","0","MRP_Missing"
"2258663-007_L","393400","2025-12","0","30000","-30000","0","MRP_Missing"
"2258663-008_L","393400","2025-12","0","30000","-30000","0","MRP_Missing"
"2263811-180020_RH","402512","2025-10","0","744","-744","0","MRP_Missing"
"2332226-N_O","369391","2025-10","0","500","-500","0","MRP_Missing"
"2336787-1750HQ_NC","","2025-12","96","0","96",,"MRP_Extra"
"2336787-1750N_OC","","2025-12","88","0","88",,"MRP_Extra"
"2336787-1880N_NC","336062","2025-12","0","1000","-1000","0","MRP_Missing"
"2336787-1880N_OC","336062","2025-10","0","550","-550","0","MRP_Missing"
"2336787-1880N_OC","336062","2025-12","451","0","451",,"MRP_Extra"
"2380461-N_TS","309260","2026-04","0","7400","-7400","0","MRP_Missing"
"2380461-N_TS","309260","2026-05","2808","3700","-892","0.759","Short"
"2380461-N_TS","309260","2026-06","1312","3700","-2388","0.355","Short"
"2380461-N_TS","309260","2026-07","0","3700","-3700","0","MRP_Missing"
"2380461-N_TS","309260","2026-08","0","3700","-3700","0","MRP_Missing"
"2380461-N_TS","309260","2026-09","0","7400","-7400","0","MRP_Missing"
"2380461-N_TS","309260","2026-10","0","7400","-7400","0","MRP_Missing"
"2380462-N_TS","309260","2025-12","0","6000","-6000","0","MRP_Missing"
"2380462-N_TS","309260","2026-01","2204","6000","-3796","0.367","Short"
"2380462-N_TS","309260","2026-02","4278","6000","-1722","0.713","Short"
"2380462-N_TS","309260","2026-03","5310","0","5310",,"MRP_Extra"
"2380462-N_TS","309260","2026-04","4410","6000","-1590","0.735","Short"
"2380462-N_TS","309260","2026-05","4236","6000","-1764","0.706","Short"
"2380462-N_TS","309260","2026-06","1312","6000","-4688","0.219","Short"
"2380462-N_TS","309260","2026-08","0","6000","-6000","0","MRP_Missing"
"2380462-N_TS","309260","2026-09","0","6000","-6000","0","MRP_Missing"
"2380462-N_TS","309260","2026-10","0","6000","-6000","0","MRP_Missing"
"2380462-N_TS","309260","2026-11","0","6000","-6000","0","MRP_Missing"
"2380511-1580N_TS","300468","2025-12","420","2000","-1580","0.21","Short"
"2380511-1580N_TS","300468","2026-01","1347","2000","-653","0.674","Short"
"2380511-1580N_TS","300468","2026-02","1272","0","1272",,"MRP_Extra"
"2380511-1580N_TS","300468","2026-03","1408","2000","-592","0.704","Short"
"2380511-1580N_TS","300468","2026-04","1125","0","1125",,"MRP_Extra"
"2380511-1580N_TS","300468","2026-05","1034","2000","-966","0.517","Short"
"2380511-1580N_TS","300468","2026-06","318","0","318",,"MRP_Extra"
"2380511-1580N_TS","300468","2026-07","0","2000","-2000","0","MRP_Missing"
"2380511-1580N_TS","300468","2026-08","0","2000","-2000","0","MRP_Missing"
"2380511-1580N_TS","300468","2026-10","0","2000","-2000","0","MRP_Missing"
"2410006-N_NC","306180","2025-12","0","3800","-3800","0","MRP_Missing"
"2410006-N_NC","306180","2026-01","204","0","204",,"MRP_Extra"
"2410006-N_NC","306180","2026-02","1794","3800","-2006","0.472","Short"
"2410006-N_NC","306180","2026-03","3593","3800","-207","0.946","Short"
"2410006-N_NC","306180","2026-04","4403","0","4403",,"MRP_Extra"
"2416632-1600N_V","408957","2025-12","0","60","-60","0","MRP_Missing"
"2416632-1600N_V","408957","2026-01","0","1680","-1680","0","MRP_Missing"
"2416632-1600N_V","408957","2026-02","0","1200","-1200","0","MRP_Missing"
"2416632-1600N_V","408957","2026-03","0","1800","-1800","0","MRP_Missing"
"2416632-1600N_V","408957","2026-04","0","2400","-2400","0","MRP_Missing"
"2416632-1600N_V","408957","2026-05","0","1223","-1223","0","MRP_Missing"
"2416632-1600N_V","408957","2026-06","0","22","-22","0","MRP_Missing"
"2416632-1600N_V","408957","2026-07","0","27","-27","0","MRP_Missing"
"2416632-1600N_V","408957","2026-08","0","36","-36","0","MRP_Missing"
"2416632-1600N_V","408957","2026-09","0","36","-36","0","MRP_Missing"
